part_number,,
5.00E+04,,
5.00E+06,,
5.00E+08,,
5.00E+12,,
5.00E+30,,
6.20E+67,,
760,,
1133,,
1573,,
3729,,
3746,,
10729,,
18327,,
19075,,
26716,,
60147,,
71038,,
71050,,
71138,,
100146,,
100527,,
103193,,
103194,,
104054,,
104375,,
105129,,
105133,,
105135,,
105143,,
105144,,
105147,,
105148,,
105150,,
105165,,
105166,,
105167,,
105169,,
105170,,
105173,,
105176,,
105188,,
105189,,
105190,,
105192,,
105205,,
105208,,
105210,,
105211,,
105216,,
105230,,
105240,,
105282,,
105283,,
105514,,
106096,,
106713,,
106748,,
107800,,
107871,,
108859,,
111025,,
112602,,
112635,,
117699,,
118011,,
118012,,
119327,,
119375,,
119483,,
119488,,
120080,,
120082,,
120084,,
120086,,
120296,,
120307,,
120312,,
120553,,
120554,,
120556,,
120560,,
120886,,
120888,,
121066,,
121071,,
121072,,
121073,,
121075,,
121077,,
121085,,
121107,,
121109,,
121111,,
121113,,
121114,,
121116,,
121381,,
121399,,
121507,,
121532,,
122317,,
122318,,
122328,,
122650,,
122651,,
122785,,
122787,,
122837,,
122838,,
122949,,
123072,,
123074,,
123076,,
123078,,
123209,,
123311,,
123844,,
123879,,
123980,,
124366,,
124853,,
124919,,
125558,,
125560,,
125648,,
126156,,
127260,,
127263,,
127583,,
136928,,
137879,,
139324,,
140429,,
141617,,
141618,,
141619,,
141658,,
143447,,
143628,,
143721,,
143722,,
143723,,
143725,,
144712,,
146786,,
146788,,
146831,,
146983,,
147735,,
147983,,
149269,,
149270,,
150714,,
151018,,
151432,,
152100,,
152617,,
153729,,
153919,,
154564,,
154838,,
154882,,
154928,,
157772,,
159877,,
161902,,
162479,,
162523,,
163538,,
163547,,
163739,,
164759,,
164766,,
164798,,
165507,,
166458,,
166572,,
167136,,
168000,,
168438,,
169636,,
170081,,
170322,,
170409,,
170697,,
170732,,
170762,,
170768,,
170769,,
170798,,
171019,,
171050,,
173030,,
173212,,
173215,,
173220,,
173249,,
173259,,
173264,,
175423,,
175424,,
175526,,
175772,,
177569,,
178509,,
178598,,
179036,,
182246,,
182400,,
184277,,
185351,,
186225,,
186228,,
186230,,
186336,,
186582,,
186675,,
186727,,
189045,,
190353,,
191088,,
197666,,
201197,,
405213,,
500027,,
501658,,
530039,,
534618,,
7.00E+05,,
1017200,,
1028014,,
1028027,,
1028124,,
1028144,,
1028166,,
1028170,,
1028171,,
1028172,,
1028174,,
1028175,,
1028176,,
1028177,,
1028178,,
1028179,,
1028191,,
1028192,,
1028193,,
1028194,,
1028196,,
1028197,,
1028199,,
1028265,,
1028278,,
1028292,,
1028293,,
1028327,,
1028394,,
1028395,,
1028396,,
1028482,,
1028494,,
1028504,,
1028511,,
1028512,,
1028516,,
1028554,,
1028557,,
1028558,,
1028560,,
1028579,,
1028580,,
1028608,,
1028609,,
1028636,,
1028646,,
1028709,,
1028779,,
1028898,,
1028909,,
1028933,,
1028934,,
1028935,,
1028936,,
1028937,,
1028982,,
1029032,,
1029039,,
1029040,,
1029049,,
1029051,,
1029052,,
1029053,,
1029054,,
1029055,,
1029056,,
1029057,,
1029058,,
1029059,,
1029060,,
1029061,,
1029117,,
1029123,,
1029189,,
1029190,,
1029227,,
1029229,,
1029258,,
1029259,,
1029260,,
1029261,,
1029262,,
1029263,,
1029264,,
1029265,,
1029273,,
1029319,,
1029326,,
1029332,,
1029336,,
1029338,,
1029358,,
1029359,,
1029360,,
1029388,,
1029389,,
1029391,,
1029392,,
1029394,,
1029395,,
1029396,,
1029397,,
1029399,,
1029402,,
1029430,,
1029434,,
1029605,,
1029700,,
1029759,,
1029761,,
1029836,,
1029844,,
1029845,,
1029848,,
1029853,,
1029859,,
1029868,,
1029883,,
1029886,,
1029890,,
1029900,,
1029902,,
1029906,,
1029907,,
1029955,,
1029959,,
1029960,,
1030780,,
1030781,,
1030786,,
1030802,,
1030834,,
1030843,,
1030845,,
1030856,,
1030878,,
1030914,,
1031110,,
1031758,,
1031946,,
1032530,,
1032531,,
1032533,,
1032598,,
1033471,,
1033739,,
1033748,,
1033994,,
1034145,,
1034172,,
1034190,,
1034361,,
1034362,,
1034369,,
1034572,,
1034674,,
1034676,,
1034997,,
1035557,,
1035607,,
1035608,,
1035652,,
1035667,,
1035721,,
1035758,,
1035761,,
1035841,,
1035855,,
1035907,,
1036272,,
1036298,,
1036688,,
1036703,,
1036719,,
1036721,,
1036722,,
1036774,,
1036876,,
1036928,,
1037022,,
1037163,,
1037201,,
1037206,,
1037383,,
1037605,,
1037866,,
1037896,,
1037903,,
1037907,,
1037910,,
1037911,,
1037912,,
1037913,,
1037930,,
1037989,,
1037994,,
1038088,,
1038305,,
1038306,,
1038307,,
1038314,,
1038318,,
1038329,,
1038333,,
1038363,,
1038390,,
1038399,,
1038449,,
1038457,,
1038474,,
1038504,,
1038518,,
1038546,,
1038562,,
1038608,,
1038610,,
1038755,,
1038779,,
1038785,,
1038801,,
1038857,,
1038884,,
1039010,,
1039046,,
1039050,,
1039082,,
1039134,,
1039138,,
1039146,,
1039163,,
1039261,,
1039265,,
1039450,,
1039465,,
1039515,,
1039539,,
1039542,,
1039619,,
1039706,,
1039728,,
1039798,,
1039806,,
1039811,,
1039860,,
1039882,,
1039905,,
1039913,,
1039925,,
1039949,,
1039986,,
1040018,,
1040022,,
1040171,,
1040178,,
1040182,,
1040198,,
1040244,,
1040696,,
1040708,,
1040720,,
1040721,,
1040729,,
1040733,,
1040737,,
1040741,,
1040744,,
1040749,,
1040777,,
1040789,,
1040795,,
1040872,,
1040878,,
1040882,,
1040885,,
1040891,,
1040898,,
1040906,,
1040954,,
1040992,,
1041181,,
1041187,,
1041188,,
1041196,,
1041263,,
1041273,,
1041277,,
1041285,,
1041286,,
1041290,,
1041292,,
1041294,,
1041295,,
1041552,,
1041578,,
1041582,,
1041937,,
1041967,,
1042195,,
1042196,,
1042200,,
1042203,,
1042204,,
1042205,,
1042207,,
1042225,,
1042305,,
1042313,,
1042365,,
1042382,,
1042496,,
1042941,,
1045046,,
1045058,,
1045133,,
1045164,,
1045252,,
1045275,,
1045348,,
1045361,,
1045372,,
1045481,,
1045561,,
1045616,,
1045660,,
1045685,,
1045715,,
1045796,,
1045798,,
1045804,,
1045812,,
1045851,,
1045871,,
1045874,,
1045900,,
1045918,,
1045918,,
1045926,,
1045938,,
1045963,,
1045969,,
1045976,,
1045982,,
1045988,,
1046023,,
1046030,,
1046042,,
1046049,,
1046079,,
1046087,,
1046093,,
1046099,,
1046153,,
1046159,,
1046186,,
1046291,,
1046450,,
1046589,,
1046597,,
1046601,,
1046605,,
1046621,,
1046623,,
1046627,,
1046637,,
1046641,,
1046649,,
1046651,,
1046668,,
1046672,,
1046680,,
1046693,,
1046699,,
1046721,,
1046757,,
1047302,,
1047312,,
1047725,,
1047743,,
1047782,,
1047841,,
1047842,,
1047864,,
1047865,,
1047866,,
1047867,,
1047869,,
1047870,,
1047871,,
1047872,,
1047873,,
1047874,,
1048096,,
1048097,,
1048098,,
1048107,,
1048261,,
1048360,,
1048397,,
1048398,,
1048400,,
1048403,,
1048458,,
1048459,,
1048527,,
1048533,,
1048535,,
1048537,,
1048542,,
1048809,,
1048812,,
1048837,,
1048843,,
1049075,,
1049614,,
1049668,,
1049735,,
1049742,,
1049789,,
1049790,,
1049793,,
1049799,,
1049801,,
1049812,,
1049813,,
1049856,,
1049941,,
1049957,,
1049979,,
1050010,,
1050018,,
1050067,,
1050068,,
1050069,,
1050070,,
1050071,,
1050072,,
1050073,,
1050074,,
1050075,,
1050076,,
1050077,,
1050078,,
1050081,,
1050082,,
1050085,,
1050089,,
1050091,,
1050092,,
1050094,,
1050197,,
1050242,,
1050271,,
1050304,,
1050341,,
1050347,,
1050357,,
1050381,,
1050391,,
1050596,,
1050664,,
1050671,,
1050693,,
1050696,,
1050699,,
1050757,,
1050768,,
1050776,,
1050875,,
1050878,,
1050903,,
1050905,,
1050906,,
1050908,,
1050917,,
1050918,,
1050983,,
1051056,,
1051059,,
1051106,,
1051111,,
1051134,,
1051144,,
1051145,,
1051183,,
1051236,,
1051259,,
1051286,,
1051370,,
1051401,,
1051590,,
1051785,,
1051792,,
1051794,,
1051912,,
1051996,,
1051998,,
1052048,,
1052049,,
1052059,,
1052120,,
1052174,,
1052373,,
1052374,,
1052376,,
1052431,,
1052479,,
1052495,,
1052561,,
1052568,,
1052569,,
1052575,,
1052590,,
1052592,,
1052633,,
1052656,,
1052659,,
1052660,,
1052661,,
1052667,,
1052668,,
1052670,,
1052671,,
1052672,,
1052673,,
1052675,,
1052676,,
1052702,,
1052870,,
1052882,,
1052888,,
1052906,,
1052969,,
1052973,,
1053025,,
1053201,,
1053206,,
1053285,,
1053293,,
1053373,,
1053382,,
1053383,,
1053440,,
1053501,,
1053532,,
1053939,,
1053943,,
1053971,,
1053972,,
1054016,,
1054151,,
1054152,,
1054167,,
1054230,,
1054264,,
1054286,,
